region,date,data_type,values
Essendon - Aberfeldie,2016-03-01,No. of unemployed,608
Essendon - Aberfeldie,2016-03-01,Labour force,16785
Essendon - Aberfeldie,2016-06-01,Unemployment rate %,3.6
Essendon - Aberfeldie,2016-06-01,No. of unemployed,601
Essendon - Aberfeldie,2016-06-01,Labour force,16901
Essendon - Aberfeldie,2016-09-01,Unemployment rate %,3.5
Essendon - Aberfeldie,2016-09-01,No. of unemployed,589
Essendon - Aberfeldie,2016-09-01,Labour force,17054
Essendon - Aberfeldie,2016-12-01,Unemployment rate %,3.6
Essendon - Aberfeldie,2016-12-01,No. of unemployed,619
Essendon - Aberfeldie,2016-12-01,Labour force,17268
Essendon - Aberfeldie,2017-03-01,Unemployment rate %,3.5
Essendon - Aberfeldie,2017-03-01,No. of unemployed,617
Essendon - Aberfeldie,2017-03-01,Labour force,17533
Essendon - Aberfeldie,2017-06-01,Unemployment rate %,3.7
Essendon - Aberfeldie,2017-06-01,No. of unemployed,664
Essendon - Aberfeldie,2017-06-01,Labour force,17765
Essendon - Aberfeldie,2017-09-01,Unemployment rate %,3.9
Essendon - Aberfeldie,2017-09-01,No. of unemployed,693
Essendon - Aberfeldie,2017-09-01,Labour force,17973
Essendon - Aberfeldie,2017-12-01,Unemployment rate %,3.7
Essendon - Aberfeldie,2017-12-01,No. of unemployed,682
Essendon - Aberfeldie,2017-12-01,Labour force,18245
Essendon - Aberfeldie,2018-03-01,Unemployment rate %,3.7
Essendon - Aberfeldie,2018-03-01,No. of unemployed,688
Essendon - Aberfeldie,2018-03-01,Labour force,18416
Essendon - Aberfeldie,2018-06-01,Unemployment rate %,3.4
Essendon - Aberfeldie,2018-06-01,No. of unemployed,637
Essendon - Aberfeldie,2018-06-01,Labour force,18504
Essendon - Aberfeldie,2018-09-01,Unemployment rate %,3.4
Essendon - Aberfeldie,2018-09-01,No. of unemployed,625
Essendon - Aberfeldie,2018-09-01,Labour force,18487
Essendon - Aberfeldie,2018-12-01,Unemployment rate %,3.2
Essendon - Aberfeldie,2018-12-01,No. of unemployed,585
Essendon - Aberfeldie,2018-12-01,Labour force,18469
Essendon - Aberfeldie,2019-03-01,Unemployment rate %,3.4
Essendon - Aberfeldie,2019-03-01,No. of unemployed,625
Essendon - Aberfeldie,2019-03-01,Labour force,18639
Essendon - Aberfeldie,2019-06-01,Unemployment rate %,3.5
Essendon - Aberfeldie,2019-06-01,No. of unemployed,654
Essendon - Aberfeldie,2019-06-01,Labour force,18777
Essendon - Aberfeldie,2019-09-01,Unemployment rate %,3.4
Essendon - Aberfeldie,2019-09-01,No. of unemployed,657
Essendon - Aberfeldie,2019-09-01,Labour force,19066
Essendon - Aberfeldie,2019-12-01,Unemployment rate %,3.5
Essendon - Aberfeldie,2019-12-01,No. of unemployed,681
Essendon - Aberfeldie,2019-12-01,Labour force,19325
Flemington,2010-12-01,Unemployment rate %,10.9
Flemington,2010-12-01,No. of unemployed,571
Flemington,2010-12-01,Labour force,5261
Flemington,2011-03-01,Unemployment rate %,10.6
Flemington,2011-03-01,No. of unemployed,565
Flemington,2011-03-01,Labour force,5312
Flemington,2011-06-01,Unemployment rate %,9.9
Flemington,2011-06-01,No. of unemployed,533
Flemington,2011-06-01,Labour force,5359
Flemington,2011-09-01,Unemployment rate %,9.3
Flemington,2011-09-01,No. of unemployed,501
Flemington,2011-09-01,Labour force,5401
Flemington,2011-12-01,Unemployment rate %,9.2
Flemington,2011-12-01,No. of unemployed,501
Flemington,2011-12-01,Labour force,5431
Flemington,2012-03-01,Unemployment rate %,9.8
Flemington,2012-03-01,No. of unemployed,536
Flemington,2012-03-01,Labour force,5477
Flemington,2012-06-01,Unemployment rate %,10.7
Flemington,2012-06-01,No. of unemployed,591
Flemington,2012-06-01,Labour force,5547
Flemington,2012-09-01,Unemployment rate %,11.1
Flemington,2012-09-01,No. of unemployed,620
Flemington,2012-09-01,Labour force,5601
Flemington,2012-12-01,Unemployment rate %,10.8
Flemington,2012-12-01,No. of unemployed,612
Flemington,2012-12-01,Labour force,5641
Flemington,2013-03-01,Unemployment rate %,10.9
Flemington,2013-03-01,No. of unemployed,618
Flemington,2013-03-01,Labour force,5651
Flemington,2013-06-01,Unemployment rate %,11.7
Flemington,2013-06-01,No. of unemployed,659
Flemington,2013-06-01,Labour force,5638
Flemington,2013-09-01,Unemployment rate %,12.9
Flemington,2013-09-01,No. of unemployed,728
Flemington,2013-09-01,Labour force,5633
Flemington,2013-12-01,Unemployment rate %,14.1
Flemington,2013-12-01,No. of unemployed,795
Flemington,2013-12-01,Labour force,5648
Flemington,2014-03-01,Unemployment rate %,15.1
Flemington,2014-03-01,No. of unemployed,860
Flemington,2014-03-01,Labour force,5680
Flemington,2014-06-01,Unemployment rate %,14.6
Flemington,2014-06-01,No. of unemployed,833
Flemington,2014-06-01,Labour force,5715
Flemington,2014-09-01,Unemployment rate %,14.3
Flemington,2014-09-01,No. of unemployed,826
Flemington,2014-09-01,Labour force,5762
Flemington,2014-12-01,Unemployment rate %,14.6
Flemington,2014-12-01,No. of unemployed,850
Flemington,2014-12-01,Labour force,5806
Flemington,2015-03-01,Unemployment rate %,13.9
Flemington,2015-03-01,No. of unemployed,813
Flemington,2015-03-01,Labour force,5840
Flemington,2015-06-01,Unemployment rate %,14
Flemington,2015-06-01,No. of unemployed,825
Flemington,2015-06-01,Labour force,5872
Flemington,2015-09-01,Unemployment rate %,13.6
Flemington,2015-09-01,No. of unemployed,803
Flemington,2015-09-01,Labour force,5909
Flemington,2015-12-01,Unemployment rate %,12.7
Flemington,2015-12-01,No. of unemployed,754
Flemington,2015-12-01,Labour force,5917
Flemington,2016-03-01,Unemployment rate %,12.5
Flemington,2016-03-01,No. of unemployed,741
Flemington,2016-03-01,Labour force,5913
Flemington,2016-06-01,Unemployment rate %,12.3
Flemington,2016-06-01,No. of unemployed,734
Flemington,2016-06-01,Labour force,5944
Flemington,2016-09-01,Unemployment rate %,12
Flemington,2016-09-01,No. of unemployed,716
Flemington,2016-09-01,Labour force,5988
Flemington,2016-12-01,Unemployment rate %,12.3
Flemington,2016-12-01,No. of unemployed,742
Flemington,2016-12-01,Labour force,6054
Flemington,2017-03-01,Unemployment rate %,12.1
Flemington,2017-03-01,No. of unemployed,738
Flemington,2017-03-01,Labour force,6124
Flemington,2017-06-01,Unemployment rate %,12.7
Flemington,2017-06-01,No. of unemployed,787
Flemington,2017-06-01,Labour force,6183
Flemington,2017-09-01,Unemployment rate %,13.4
Flemington,2017-09-01,No. of unemployed,837
Flemington,2017-09-01,Labour force,6233
Flemington,2017-12-01,Unemployment rate %,13.2
Flemington,2017-12-01,No. of unemployed,833
Flemington,2017-12-01,Labour force,6305
Flemington,2018-03-01,Unemployment rate %,13.1
Flemington,2018-03-01,No. of unemployed,838
Flemington,2018-03-01,Labour force,6384
Flemington,2018-06-01,Unemployment rate %,12.6
Flemington,2018-06-01,No. of unemployed,813
Flemington,2018-06-01,Labour force,6433
Flemington,2018-09-01,Unemployment rate %,12.6
Flemington,2018-09-01,No. of unemployed,811
Flemington,2018-09-01,Labour force,6446
Flemington,2018-12-01,Unemployment rate %,12.1
Flemington,2018-12-01,No. of unemployed,782
Flemington,2018-12-01,Labour force,6459
Flemington,2019-03-01,Unemployment rate %,12.9
Flemington,2019-03-01,No. of unemployed,840
Flemington,2019-03-01,Labour force,6519
Flemington,2019-06-01,Unemployment rate %,13.1
Flemington,2019-06-01,No. of unemployed,863
Flemington,2019-06-01,Labour force,6568
Flemington,2019-09-01,Unemployment rate %,13
Flemington,2019-09-01,No. of unemployed,865
Flemington,2019-09-01,Labour force,6670
Flemington,2019-12-01,Unemployment rate %,13.2
Flemington,2019-12-01,No. of unemployed,892
Flemington,2019-12-01,Labour force,6761
Moonee Ponds,2010-12-01,Unemployment rate %,2.5
Moonee Ponds,2010-12-01,No. of unemployed,215
Moonee Ponds,2010-12-01,Labour force,8523
Moonee Ponds,2011-03-01,Unemployment rate %,2.5
Moonee Ponds,2011-03-01,No. of unemployed,217
Moonee Ponds,2011-03-01,Labour force,8538
Moonee Ponds,2011-06-01,Unemployment rate %,2.5
Moonee Ponds,2011-06-01,No. of unemployed,212
Moonee Ponds,2011-06-01,Labour force,8546
Moonee Ponds,2011-09-01,Unemployment rate %,2.5
Moonee Ponds,2011-09-01,No. of unemployed,210
Moonee Ponds,2011-09-01,Labour force,8547
Moonee Ponds,2011-12-01,Unemployment rate %,2.5
Moonee Ponds,2011-12-01,No. of unemployed,215
Moonee Ponds,2011-12-01,Labour force,8528
Moonee Ponds,2012-03-01,Unemployment rate %,2.9
Moonee Ponds,2012-03-01,No. of unemployed,245
Moonee Ponds,2012-03-01,Labour force,8587
Moonee Ponds,2012-06-01,Unemployment rate %,3.2
Moonee Ponds,2012-06-01,No. of unemployed,277
Moonee Ponds,2012-06-01,Labour force,8684
Moonee Ponds,2012-09-01,Unemployment rate %,3.3
Moonee Ponds,2012-09-01,No. of unemployed,292
Moonee Ponds,2012-09-01,Labour force,8757
Moonee Ponds,2012-12-01,Unemployment rate %,3.2
Moonee Ponds,2012-12-01,No. of unemployed,283
Moonee Ponds,2012-12-01,Labour force,8808
Moonee Ponds,2013-03-01,Unemployment rate %,3.2
Moonee Ponds,2013-03-01,No. of unemployed,278
Moonee Ponds,2013-03-01,Labour force,8793
Moonee Ponds,2013-06-01,Unemployment rate %,3.4
Moonee Ponds,2013-06-01,No. of unemployed,296
Moonee Ponds,2013-06-01,Labour force,8744
Moonee Ponds,2013-09-01,Unemployment rate %,3.9
Moonee Ponds,2013-09-01,No. of unemployed,336
Moonee Ponds,2013-09-01,Labour force,8707
Moonee Ponds,2013-12-01,Unemployment rate %,4.4
Moonee Ponds,2013-12-01,No. of unemployed,380
Moonee Ponds,2013-12-01,Labour force,8699
Moonee Ponds,2014-03-01,Unemployment rate %,4.8
Moonee Ponds,2014-03-01,No. of unemployed,421
Moonee Ponds,2014-03-01,Labour force,8713
Moonee Ponds,2014-06-01,Unemployment rate %,4.7
Moonee Ponds,2014-06-01,No. of unemployed,412
Moonee Ponds,2014-06-01,Labour force,8732
Moonee Ponds,2014-09-01,Unemployment rate %,4.6
Moonee Ponds,2014-09-01,No. of unemployed,407
Moonee Ponds,2014-09-01,Labour force,8768
Moonee Ponds,2014-12-01,Unemployment rate %,4.9
Moonee Ponds,2014-12-01,No. of unemployed,431
Moonee Ponds,2014-12-01,Labour force,8800
Moonee Ponds,2015-03-01,Unemployment rate %,5
Moonee Ponds,2015-03-01,No. of unemployed,439
Moonee Ponds,2015-03-01,Labour force,8825
Moonee Ponds,2015-06-01,Unemployment rate %,5.4
Moonee Ponds,2015-06-01,No. of unemployed,475
Moonee Ponds,2015-06-01,Labour force,8847
Moonee Ponds,2015-09-01,Unemployment rate %,5.4
Moonee Ponds,2015-09-01,No. of unemployed,475
Moonee Ponds,2015-09-01,Labour force,8878
Moonee Ponds,2015-12-01,Unemployment rate %,4.9
Moonee Ponds,2015-12-01,No. of unemployed,437
Moonee Ponds,2015-12-01,Labour force,8865
Moonee Ponds,2016-03-01,Unemployment rate %,4.5
Moonee Ponds,2016-03-01,No. of unemployed,398
Moonee Ponds,2016-03-01,Labour force,8837
Moonee Ponds,2016-06-01,Unemployment rate %,4.1
Moonee Ponds,2016-06-01,No. of unemployed,364
Moonee Ponds,2016-06-01,Labour force,8860
Moonee Ponds,2016-09-01,Unemployment rate %,3.9
Moonee Ponds,2016-09-01,No. of unemployed,344
Moonee Ponds,2016-09-01,Labour force,8904
Moonee Ponds,2016-12-01,Unemployment rate %,4
Moonee Ponds,2016-12-01,No. of unemployed,355
Moonee Ponds,2016-12-01,Labour force,8978
Moonee Ponds,2017-03-01,Unemployment rate %,4
Moonee Ponds,2017-03-01,No. of unemployed,361
Moonee Ponds,2017-03-01,Labour force,9091
Moonee Ponds,2017-06-01,Unemployment rate %,4.2
Moonee Ponds,2017-06-01,No. of unemployed,382
Moonee Ponds,2017-06-01,Labour force,9187
Moonee Ponds,2017-09-01,Unemployment rate %,4.4
Moonee Ponds,2017-09-01,No. of unemployed,412
Moonee Ponds,2017-09-01,Labour force,9269
Moonee Ponds,2017-12-01,Unemployment rate %,4.5
Moonee Ponds,2017-12-01,No. of unemployed,423
Moonee Ponds,2017-12-01,Labour force,9385
Moonee Ponds,2018-03-01,Unemployment rate %,4.5
Moonee Ponds,2018-03-01,No. of unemployed,424
Moonee Ponds,2018-03-01,Labour force,9467
Moonee Ponds,2018-06-01,Unemployment rate %,4.2
Moonee Ponds,2018-06-01,No. of unemployed,403
Moonee Ponds,2018-06-01,Labour force,9506
Moonee Ponds,2018-09-01,Unemployment rate %,4.1
Moonee Ponds,2018-09-01,No. of unemployed,389
Moonee Ponds,2018-09-01,Labour force,9491
Moonee Ponds,2018-12-01,Unemployment rate %,3.7
Moonee Ponds,2018-12-01,No. of unemployed,353
Moonee Ponds,2018-12-01,Labour force,9476
Moonee Ponds,2019-03-01,Unemployment rate %,3.8
Moonee Ponds,2019-03-01,No. of unemployed,360
Moonee Ponds,2019-03-01,Labour force,9563
Moonee Ponds,2019-06-01,Unemployment rate %,3.8
Moonee Ponds,2019-06-01,No. of unemployed,368
Moonee Ponds,2019-06-01,Labour force,9637
Moonee Ponds,2019-09-01,Unemployment rate %,3.7
Moonee Ponds,2019-09-01,No. of unemployed,362
Moonee Ponds,2019-09-01,Labour force,9789
Moonee Ponds,2019-12-01,Unemployment rate %,3.8
Moonee Ponds,2019-12-01,No. of unemployed,379
Moonee Ponds,2019-12-01,Labour force,9926
Airport West,2010-12-01,Unemployment rate %,4.8
Airport West,2010-12-01,No. of unemployed,180
Airport West,2010-12-01,Labour force,3759
Airport West,2011-03-01,Unemployment rate %,4.5
Airport West,2011-03-01,No. of unemployed,172
Airport West,2011-03-01,Labour force,3783
Airport West,2011-06-01,Unemployment rate %,4.2
Airport West,2011-06-01,No. of unemployed,158
Airport West,2011-06-01,Labour force,3803
Airport West,2011-09-01,Unemployment rate %,4.2
Airport West,2011-09-01,No. of unemployed,158
Airport West,2011-09-01,Labour force,3797
Airport West,2011-12-01,Unemployment rate %,4.3
Airport West,2011-12-01,No. of unemployed,166
Airport West,2011-12-01,Labour force,3817
Airport West,2012-03-01,Unemployment rate %,4.5
Airport West,2012-03-01,No. of unemployed,173
Airport West,2012-03-01,Labour force,3860
Airport West,2012-06-01,Unemployment rate %,4.3
Airport West,2012-06-01,No. of unemployed,168
Airport West,2012-06-01,Labour force,3876
Airport West,2012-09-01,Unemployment rate %,3.7
Airport West,2012-09-01,No. of unemployed,144
Airport West,2012-09-01,Labour force,3897
Airport West,2012-12-01,Unemployment rate %,3.3
Airport West,2012-12-01,No. of unemployed,126
Airport West,2012-12-01,Labour force,3856
Airport West,2013-03-01,Unemployment rate %,3
Airport West,2013-03-01,No. of unemployed,115
Airport West,2013-03-01,Labour force,3783
Airport West,2013-06-01,Unemployment rate %,3.3
Airport West,2013-06-01,No. of unemployed,124
Airport West,2013-06-01,Labour force,3747
Airport West,2013-09-01,Unemployment rate %,4.1
Airport West,2013-09-01,No. of unemployed,154
Airport West,2013-09-01,Labour force,3787
Airport West,2013-12-01,Unemployment rate %,4.5
Airport West,2013-12-01,No. of unemployed,172
Airport West,2013-12-01,Labour force,3851
Airport West,2014-03-01,Unemployment rate %,4.8
Airport West,2014-03-01,No. of unemployed,189
Airport West,2014-03-01,Labour force,3942
Airport West,2014-06-01,Unemployment rate %,4.8
Airport West,2014-06-01,No. of unemployed,191
Airport West,2014-06-01,Labour force,3990
Airport West,2014-09-01,Unemployment rate %,4.5
Airport West,2014-09-01,No. of unemployed,181
Airport West,2014-09-01,Labour force,4013
Airport West,2014-12-01,Unemployment rate %,4.3
Airport West,2014-12-01,No. of unemployed,174
Airport West,2014-12-01,Labour force,4049
Airport West,2015-03-01,Unemployment rate %,4
Airport West,2015-03-01,No. of unemployed,160
Airport West,2015-03-01,Labour force,4044
Airport West,2015-06-01,Unemployment rate %,4
Airport West,2015-06-01,No. of unemployed,162
Airport West,2015-06-01,Labour force,4066
Airport West,2015-09-01,Unemployment rate %,4
Airport West,2015-09-01,No. of unemployed,163
Airport West,2015-09-01,Labour force,4051
Airport West,2015-12-01,Unemployment rate %,4
Airport West,2015-12-01,No. of unemployed,160
Airport West,2015-12-01,Labour force,4042
Airport West,2016-03-01,Unemployment rate %,4.2
Airport West,2016-03-01,No. of unemployed,169
Airport West,2016-03-01,Labour force,4057
Airport West,2016-06-01,Unemployment rate %,4.3
Airport West,2016-06-01,No. of unemployed,175
Airport West,2016-06-01,Labour force,4084
Airport West,2016-09-01,Unemployment rate %,4.5
Airport West,2016-09-01,No. of unemployed,186
Airport West,2016-09-01,Labour force,4154
Airport West,2016-12-01,Unemployment rate %,4.8
Airport West,2016-12-01,No. of unemployed,204
Airport West,2016-12-01,Labour force,4239
Airport West,2017-03-01,Unemployment rate %,5
Airport West,2017-03-01,No. of unemployed,216
Airport West,2017-03-01,Labour force,4297
Airport West,2017-06-01,Unemployment rate %,5.1
Airport West,2017-06-01,No. of unemployed,221
Airport West,2017-06-01,Labour force,4356
Airport West,2017-09-01,Unemployment rate %,5.2
Airport West,2017-09-01,No. of unemployed,227
Airport West,2017-09-01,Labour force,4381
Airport West,2017-12-01,Unemployment rate %,5
Airport West,2017-12-01,No. of unemployed,220
Airport West,2017-12-01,Labour force,4388
Airport West,2018-03-01,Unemployment rate %,4.7
Airport West,2018-03-01,No. of unemployed,208
Airport West,2018-03-01,Labour force,4393
Airport West,2018-06-01,Unemployment rate %,4.3
Airport West,2018-06-01,No. of unemployed,188
Airport West,2018-06-01,Labour force,4395
Airport West,2018-09-01,Unemployment rate %,3.8
Airport West,2018-09-01,No. of unemployed,170
Airport West,2018-09-01,Labour force,4422
Airport West,2018-12-01,Unemployment rate %,3.6
Airport West,2018-12-01,No. of unemployed,160
Airport West,2018-12-01,Labour force,4436
Airport West,2019-03-01,Unemployment rate %,3.5
Airport West,2019-03-01,No. of unemployed,157
Airport West,2019-03-01,Labour force,4472
Airport West,2019-06-01,Unemployment rate %,3.8
Airport West,2019-06-01,No. of unemployed,170
Airport West,2019-06-01,Labour force,4525
Airport West,2019-09-01,Unemployment rate %,3.8
Airport West,2019-09-01,No. of unemployed,172
Airport West,2019-09-01,Labour force,4521
Airport West,2019-12-01,Unemployment rate %,4
